Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-02-24,8933,25,Other,21.47,5.15,7.68,10,48,230,28,9.021861884498126,3,3,5
2024-09-23,9405,35,Other,21.03,4.04,7.01,9,27,210,37,7.794981119796952,5,6,6
2024-10-31,6834,58,Male,20.92,1.42,4.51,5,0,216,159,10.633561128127507,8,5,3
2024-01-08,5587,47,Other,23.9,5.44,5.54,5,53,29,38,5.199154362625265,10,7,7
2024-09-03,8066,52,Other,23.57,7.89,8.33,2,50,275,95,4.065889932735681,8,10,10
2024-12-03,5145,32,Female,22.35,7.37,9.02,2,42,150,63,6.452792612199004,9,1,7
2024-02-23,8681,21,Female,23.58,6.83,7.24,2,63,141,147,6.364792999879028,1,8,5
2024-03-27,1868,33,Female,22.65,7.34,8.69,3,51,52,90,11.576700375804442,2,1,2
2024-01-31,8996,54,Male,20.55,2.62,6.07,7,58,258,16,10.695394639274337,6,3,1
2024-04-21,8580,21,Male,20.27,3.28,7.01,10,7,17,94,9.944015348167584,10,10,8
2024-11-27,7037,33,Other,23.83,9.09,9.26,3,11,29,8,5.418490028181159,6,5,1
2024-10-31,6891,32,Other,22.12,2.71,4.59,7,78,102,110,6.560442840443826,10,7,10
2024-03-22,3691,39,Other,22.57,6.71,8.15,1,77,116,25,5.75184183913246,6,10,10
2024-10-19,3779,29,Male,21.75,6.66,8.91,4,81,43,1,6.507306918829361,10,2,6
2024-03-23,3612,18,Male,23.4,7.99,8.59,2,18,94,149,9.073030486934424,7,10,3
2024-12-08,5476,57,Male,22.92,5.54,6.62,9,69,142,36,9.036082577221197,7,9,7
2024-10-23,8123,27,Female,21.05,2.05,5.0,9,64,108,23,9.464641387793083,9,3,10
2024-09-24,4412,20,Other,20.15,1.93,5.78,4,5,284,118,8.756387060893257,4,4,5
2024-07-08,8803,37,Male,22.73,5.56,6.82,9,64,245,78,7.409851666118114,4,6,5
2024-03-04,6153,56,Other,20.38,5.04,8.66,7,88,247,66,7.145845583783021,2,10,7
2024-02-08,4684,57,Female,23.32,4.97,5.65,2,76,222,115,8.453749005865323,9,9,10
2024-04-04,1016,40,Male,22.15,3.71,5.56,10,66,219,168,7.464608820694341,10,4,8
2024-12-30,8120,24,Female,20.98,2.06,5.08,4,14,237,116,8.614086779487394,4,3,2
2024-11-03,4546,27,Female,20.32,3.23,6.91,5,28,150,177,10.390986489472198,10,9,3
2024-06-09,2425,31,Female,23.33,5.38,6.04,4,14,35,46,8.34827502699299,10,6,1
2024-09-06,2000,56,Other,22.9,6.39,7.49,6,28,243,109,9.021603308805918,7,7,4
2024-10-11,9612,53,Other,20.25,1.83,5.58,2,49,192,121,6.69339067402954,8,8,1
2024-07-27,3731,27,Female,23.73,4.86,5.13,3,3,107,166,8.752837106203401,8,7,10
2024-10-07,7947,24,Female,21.77,4.58,6.81,4,49,207,132,11.56040442715683,6,10,1
2024-04-12,7387,31,Other,20.23,1.85,5.61,5,83,71,95,10.788701256247025,9,9,3
2024-08-08,9490,46,Female,22.0,4.98,6.98,5,45,57,38,4.294222341864719,3,10,9
2024-02-21,9565,31,Other,23.95,5.7,5.75,7,38,68,162,8.080553511605665,4,4,8
2024-06-05,3197,25,Other,20.07,4.93,8.86,4,74,297,29,5.72057177172042,7,5,8
2024-07-19,1106,51,Other,20.58,5.03,8.44,5,85,286,2,4.701871418101591,3,6,10
2024-07-08,7229,41,Other,23.88,4.57,4.69,2,30,86,39,10.55304177248801,9,4,8
2024-04-04,9102,30,Female,22.28,5.21,6.93,4,27,15,17,6.252594286844242,7,8,6
2024-01-01,4773,29,Male,21.45,4.36,6.91,1,0,31,135,10.568989008941795,8,8,10
2024-04-20,5681,53,Male,23.82,8.39,8.57,10,82,237,172,4.591705498167648,2,4,5
2024-02-19,5318,34,Female,22.87,7.44,8.57,5,59,250,57,10.361125780092179,10,6,3
2024-02-21,6840,20,Male,21.8,6.72,8.92,1,56,144,177,7.328407241094155,6,7,1
2024-09-15,3087,42,Male,21.55,3.23,5.68,9,83,20,24,4.947174731421232,9,9,7
2024-07-08,4307,43,Male,20.25,2.18,5.93,8,25,19,136,4.35948361962181,3,4,7
2024-10-09,1861,38,Other,20.1,1.13,5.03,7,14,97,140,11.595963453913294,2,8,7
2024-04-06,1289,53,Other,20.45,4.4,7.95,9,76,96,120,4.607682295719335,2,5,5
2024-07-22,8673,45,Other,23.15,3.74,4.59,5,62,180,26,9.9610619879872,10,1,6
2024-01-11,5257,56,Other,20.33,3.21,6.88,5,18,259,76,8.987454347546887,9,8,3
2024-10-31,6952,55,Other,23.0,3.69,4.69,5,85,14,49,4.484502747301068,7,1,4
2024-12-29,5908,49,Male,20.53,3.03,6.5,1,79,145,53,10.712972824849318,6,2,9
2024-12-30,7506,25,Other,20.25,4.06,7.81,2,26,142,41,5.915909716561039,3,8,10
2024-09-10,4956,43,Female,23.37,5.35,5.98,9,19,91,107,9.332307642381512,8,1,4
2024-06-24,5415,47,Male,20.8,1.33,4.53,3,70,194,96,10.976237878742934,10,2,10
2024-07-14,8899,47,Other,21.38,6.36,8.98,6,62,28,18,5.283073070749371,8,4,3
2024-03-10,5474,40,Other,21.72,3.03,5.31,8,54,204,167,6.742949916219319,4,4,4
2024-06-14,7618,53,Other,22.33,6.86,8.53,10,70,237,21,4.337203335703474,10,2,10
2024-11-25,6798,47,Female,22.1,5.77,7.67,2,12,152,7,8.92745605669335,1,6,9
2024-06-24,5670,57,Other,23.23,7.8,8.57,9,62,127,111,8.255127661272798,10,4,2
2024-01-13,9727,57,Female,23.17,7.63,8.46,8,88,188,0,4.118641299453663,1,8,8
2024-12-12,8446,46,Female,20.48,4.57,8.08,3,48,57,171,10.604869380060752,1,1,1
2024-07-27,3995,58,Male,23.1,4.19,5.09,9,86,160,32,11.67003692971923,1,6,10
2024-10-16,6582,52,Male,22.13,4.32,6.18,3,67,3,6,4.972945254557195,8,10,5
2024-09-25,4708,59,Other,22.83,8.31,9.48,4,85,157,45,11.412456921134705,5,5,10
2024-09-30,2210,44,Male,23.18,4.9,5.71,6,86,180,24,5.414413331712515,10,1,8
2024-06-23,7023,41,Female,22.4,5.73,7.33,8,23,6,12,7.104394160467314,5,4,10
2024-02-11,4865,39,Other,20.87,5.12,8.26,4,39,186,13,8.393245526321913,5,6,2
2024-10-30,8772,33,Female,22.87,7.53,8.66,4,4,137,51,9.639762670457646,2,5,5
2024-06-03,6718,50,Other,23.33,6.1,6.77,8,48,52,73,5.9687929806105275,2,2,9
2024-05-11,5274,28,Male,23.02,5.75,6.74,5,83,156,84,6.200322071525867,7,8,4
2024-10-09,8943,38,Male,23.37,5.25,5.88,5,72,6,3,4.272765582826162,2,6,7
2024-12-25,9709,56,Female,21.35,3.43,6.08,6,83,192,142,4.679758699457994,8,9,9
2024-08-26,2505,22,Other,22.2,7.5,9.3,6,61,206,153,10.780890993725194,9,1,9
2024-09-12,5268,19,Female,21.65,5.68,8.03,5,74,133,2,9.341391608066296,2,6,3
2024-04-23,7304,41,Male,23.23,4.82,5.58,6,47,26,11,10.808735057857156,7,2,7
2024-10-16,8711,56,Other,22.22,6.35,8.13,4,80,258,73,5.279526418935429,8,2,3
2024-12-24,9893,27,Male,21.9,4.42,6.52,1,25,165,21,11.618411076808854,5,3,2
2024-03-13,6234,35,Other,23.03,8.42,9.39,6,6,114,166,11.662554590506073,3,7,4
2024-03-28,2853,57,Male,20.65,1.31,4.66,1,6,272,118,6.773123455705543,8,2,3
2024-04-01,7098,50,Male,20.15,1.91,5.76,9,5,233,118,9.924151516942938,5,3,5
2024-01-25,1713,34,Female,22.52,5.05,6.53,2,0,141,135,7.449966329442216,2,4,1
2024-12-06,3857,18,Female,22.58,4.42,5.84,7,21,120,177,4.612958511437189,8,8,10
2024-10-28,5682,23,Male,21.53,6.9,9.37,8,81,98,61,8.634142636601595,3,5,8
2024-02-25,7723,27,Female,23.53,4.6,5.07,10,44,66,136,8.81094101592053,10,2,10
2024-05-28,6524,18,Other,20.4,1.04,4.64,1,71,16,72,6.013315480363766,1,8,5
2024-05-14,2798,56,Female,22.12,4.09,5.97,2,70,46,85,5.231794809325471,6,2,1
2024-05-10,2293,53,Male,23.25,3.76,4.51,4,88,293,177,6.9204102203344435,8,8,9
2024-02-28,3636,43,Other,22.9,7.45,8.55,4,84,213,114,8.830778921450172,5,1,3
2024-10-01,3076,40,Male,22.85,3.65,4.8,5,70,184,133,11.530072513421182,1,4,8
2024-06-13,1932,43,Other,23.65,8.11,8.46,5,27,244,103,10.977174878871,7,9,2
2024-03-03,6087,48,Other,21.95,7.41,9.46,3,55,72,9,7.542964048847124,2,10,10
2024-01-01,4037,55,Female,22.4,5.23,6.83,1,61,183,66,7.033695249885075,8,1,8
2024-07-27,8101,58,Male,20.83,1.89,5.06,6,88,138,59,8.841137574422941,6,1,2
2024-10-18,1073,24,Female,23.4,4.57,5.17,8,5,128,166,5.675358534402247,8,9,3
2024-03-05,5928,56,Male,20.48,4.97,8.49,6,53,3,171,11.921903072698546,1,5,10
2024-08-14,5470,46,Male,20.15,2.47,6.32,2,48,277,85,5.3409757660432104,9,5,4
2024-04-16,4597,50,Other,23.13,6.99,7.86,7,50,142,162,5.711382963997742,6,7,4
2024-07-10,6321,23,Male,21.88,4.28,6.4,1,73,121,116,11.113905100214605,10,3,8
2024-08-05,9464,44,Female,22.3,7.57,9.27,5,23,14,174,9.005337445052746,2,4,9
2024-12-17,6892,25,Female,21.1,3.36,6.26,5,15,78,132,7.357237958872041,10,5,7
2024-03-22,6656,25,Other,20.02,0.56,4.54,7,71,67,63,10.269623910087802,7,2,5
2024-08-08,6462,50,Other,21.88,7.17,9.28,7,0,62,166,5.600130090126612,9,8,5
2024-07-29,2984,50,Other,22.82,7.38,8.56,5,40,11,118,11.267708114083149,3,6,9
2024-02-11,9734,19,Other,21.52,5.97,8.45,8,89,221,74,6.698636248827318,4,9,8
2024-09-08,2038,51,Male,20.67,2.57,5.91,8,20,260,124,11.611709437966557,4,1,9
2024-07-08,1418,23,Male,20.25,0.82,4.57,2,14,261,55,5.64503580425825,1,1,4
2024-05-27,6959,18,Female,22.7,3.8,5.1,10,75,198,11,8.800991519515971,1,5,2
2024-02-17,3364,34,Other,22.0,4.02,6.02,2,35,251,146,4.34848544457936,5,3,7
2024-03-09,7155,36,Other,23.58,6.05,6.46,2,50,298,33,8.585023386180517,1,2,9
2024-12-14,2540,42,Male,23.97,7.32,7.35,10,36,214,125,9.167332211244112,8,7,2
2024-01-21,7900,27,Male,22.58,7.86,9.27,8,61,228,65,5.03504744854033,4,7,1
2024-01-16,4368,43,Male,22.18,2.9,4.71,8,49,19,35,10.253778127903677,6,2,4
2024-06-12,5477,50,Other,21.82,6.67,8.86,5,55,117,25,5.741327008527506,3,7,4
2024-11-27,2235,40,Male,21.97,3.48,5.51,2,40,146,131,7.207509887970875,6,8,2
2024-08-18,1533,35,Female,23.32,7.51,8.19,8,29,54,65,4.513082017899066,9,5,2
2024-08-30,1723,51,Female,21.92,2.79,4.87,2,24,152,52,10.570635602801948,7,5,2
2024-01-16,2373,55,Male,21.83,4.35,6.52,3,29,248,122,8.130718550706613,7,7,5
2024-12-01,5145,38,Other,22.05,7.0,8.95,3,4,99,145,10.627997697154154,7,5,7
2024-12-26,3755,22,Male,20.15,3.48,7.33,4,84,172,103,9.769086828792348,4,4,7
2024-05-12,4061,49,Female,21.42,2.42,5.0,5,24,140,19,9.868466823484052,9,5,3
2024-07-07,5046,43,Female,21.17,4.57,7.41,3,33,37,86,9.425460676712543,3,3,4
2024-10-12,3745,22,Male,22.62,3.77,5.15,9,58,240,7,4.877790409976961,3,9,8
2024-10-01,7322,54,Male,22.45,7.16,8.71,6,2,242,95,9.076401126893016,8,3,8
2024-09-25,4655,59,Other,20.42,4.04,7.63,2,56,6,111,7.7894820832269716,7,8,1
2024-04-24,7015,20,Female,23.58,4.72,5.13,9,50,144,144,11.164160963046609,6,4,3
2024-08-03,2629,25,Female,20.98,6.03,9.05,8,64,20,151,9.043373985351385,6,10,9
2024-05-27,7327,52,Female,23.88,4.58,4.7,6,0,68,36,9.905535178595994,8,10,4
2024-08-15,4819,54,Female,21.5,6.21,8.71,8,20,168,72,7.232239602627679,2,4,8
2024-04-05,7669,30,Other,20.38,1.31,4.93,8,25,159,56,4.381465153998106,5,1,4
2024-12-16,6794,29,Other,20.73,3.76,7.03,4,33,166,135,7.4807274135961945,6,4,6
2024-07-07,1944,46,Female,23.27,4.86,5.59,2,37,253,129,10.025597615313835,6,8,8
2024-09-01,2785,52,Other,22.23,3.79,5.55,1,67,277,31,8.942522238071113,3,6,10
2024-08-17,1248,26,Female,23.13,4.89,5.75,4,71,57,114,9.863378077044555,10,8,1
2024-03-14,4089,52,Female,22.82,5.7,6.88,6,46,141,134,9.295124437607203,10,6,1
2024-09-07,4356,32,Female,23.4,6.97,7.57,5,3,239,104,9.58586391850504,3,5,3
2024-03-30,7833,34,Female,21.38,2.97,5.59,3,86,104,18,11.446749357465556,3,2,8
2024-03-25,1930,22,Other,22.38,3.03,4.65,1,57,144,109,5.988288016102691,8,8,7
2024-11-30,9814,50,Other,22.07,5.85,7.78,1,52,141,121,9.338894379934464,2,8,1
2024-10-11,6027,54,Male,20.87,3.53,6.67,4,87,11,51,11.482002515154663,1,2,7
2024-09-29,2210,20,Male,21.62,3.83,6.21,2,49,245,68,8.91292123569958,7,5,8
2024-08-05,8413,38,Other,23.33,6.55,7.21,1,50,269,58,7.639252823059177,2,6,1
2024-01-06,6748,22,Other,20.2,5.46,9.26,1,12,170,26,9.39220943300906,3,10,9
2024-04-06,9167,34,Male,21.6,5.93,8.33,6,86,250,28,6.589302248286402,6,6,5
2024-04-13,2566,53,Male,20.6,6.08,9.48,7,4,206,51,7.415729594249754,10,6,7
2024-05-24,1109,37,Male,22.72,4.81,6.09,6,49,51,69,8.803645498201162,10,7,3
2024-04-27,8020,48,Other,23.03,6.97,7.94,3,59,73,48,8.573117786161184,9,4,3
2024-02-17,1112,18,Other,20.5,1.42,4.92,1,6,91,112,8.220116159108358,6,6,7
2024-12-12,4574,35,Female,20.92,6.28,9.36,10,39,115,135,6.72087149202295,5,3,7
2024-01-27,2120,50,Female,23.72,6.85,7.13,5,64,211,75,8.996681961209399,2,2,4
2024-11-23,3413,42,Other,23.13,4.2,5.07,10,73,8,30,10.00863355121949,3,1,1
2024-11-06,9603,55,Other,21.85,4.82,6.97,3,78,20,36,5.572806374519122,10,8,9
2024-10-26,6926,22,Male,23.68,8.25,8.57,8,85,179,88,8.593828914621298,9,10,10
2024-07-19,8513,52,Other,23.5,7.07,7.57,6,5,220,46,9.16483290275702,5,5,2
2024-03-02,8190,36,Other,22.85,7.35,8.5,9,45,63,118,8.269765290816645,2,6,8
2024-02-28,8044,59,Male,21.45,5.48,8.03,9,24,101,43,6.1227397984554655,9,3,5
2024-02-03,7023,30,Female,21.52,5.1,7.58,1,6,89,78,11.786085946911195,10,7,4
2024-04-11,6412,35,Female,21.9,5.35,7.45,3,45,110,176,8.026163584804674,6,5,6
2024-03-05,3808,21,Other,20.48,5.59,9.11,3,19,214,53,7.549425597243675,9,6,7
2024-06-28,5174,52,Female,21.43,6.09,8.66,3,32,256,33,5.242504161173651,10,4,4
2024-03-17,6945,49,Male,22.25,2.84,4.59,4,19,201,119,4.080723240175052,10,6,3
2024-11-26,4544,59,Male,22.52,6.2,7.69,4,29,268,20,6.571370222493365,3,7,6
2024-03-03,2054,27,Female,22.63,6.51,7.88,2,10,85,43,6.042925012162399,10,2,7
2024-11-16,1128,55,Other,20.13,0.85,4.71,1,51,145,32,8.377968336802297,4,9,8
2024-08-19,2152,32,Male,21.62,7.02,9.41,5,25,60,122,6.6341907131207005,6,10,3
2024-12-29,2658,53,Male,20.88,5.37,8.48,4,23,232,148,8.811009691545284,6,8,5
2024-08-28,7587,53,Male,22.77,7.35,8.58,10,66,93,71,11.555903038761949,10,3,10
2024-12-13,2277,32,Female,23.97,6.26,6.29,2,53,219,77,6.848717390037976,3,8,2
2024-12-26,8084,57,Male,22.73,4.26,5.52,2,83,206,48,9.700623545978086,10,1,6
2024-02-04,3866,24,Male,20.8,2.42,5.62,10,2,237,23,7.834208642351106,10,4,9
2024-05-21,9086,52,Other,22.1,2.82,4.72,2,78,46,80,6.894397438904451,4,2,2
2024-05-31,7283,40,Male,21.42,4.79,7.37,2,1,68,158,9.682182788553998,4,6,7
2024-04-16,3668,25,Other,20.0,2.2,6.2,4,86,240,87,6.102514196423534,4,5,1
2024-08-10,6413,27,Female,21.43,2.83,5.4,8,5,51,14,5.122137707673351,6,8,8
2024-01-07,2586,43,Female,22.02,5.32,7.31,2,74,140,114,9.80682467470716,9,8,6
2024-05-12,9909,55,Female,21.13,2.19,5.06,10,4,220,53,5.885138655997496,3,6,9
2024-10-20,7827,23,Male,20.25,5.73,9.48,2,80,130,36,6.851148009586323,1,4,6
2024-07-09,6171,47,Other,22.22,6.99,8.78,10,26,88,136,5.518108465168087,10,6,2
2024-06-10,1978,23,Female,22.27,6.25,7.98,5,71,9,137,10.9666609702828,9,8,3
2024-08-12,9771,20,Female,23.28,5.14,5.85,6,52,297,29,4.197309506384086,10,2,8
2024-12-09,4568,34,Male,23.82,7.99,8.17,1,72,188,45,5.186260303167328,1,2,8
2024-09-17,2146,56,Female,20.78,1.89,5.11,6,6,214,95,7.451451736299906,2,6,6
2024-03-16,4598,45,Other,21.82,2.5,4.68,4,8,263,109,6.603751909412981,8,2,9
2024-01-31,1613,20,Other,22.7,6.89,8.19,2,87,31,46,8.810466910517633,10,3,7
2024-03-14,7961,53,Male,21.47,2.84,5.37,5,76,120,89,7.578332318981024,4,8,8
2024-03-19,1981,51,Female,22.65,7.27,8.62,7,89,205,57,9.218769980665105,8,1,7
2024-04-29,9783,59,Male,21.93,5.68,7.74,6,85,112,111,8.926340416811083,4,4,2
2024-08-08,6091,38,Male,23.33,4.77,5.43,4,64,119,129,5.008928565957066,9,2,9
2024-02-11,5904,28,Male,21.95,5.75,7.8,3,37,66,40,9.212631423842016,8,6,8
2024-03-19,2222,36,Female,20.0,2.58,6.58,10,76,111,92,11.369985186621557,6,5,2
2024-11-24,5325,57,Male,20.12,5.54,9.42,8,66,268,18,6.362255763863598,1,4,2
2024-06-06,9257,30,Other,22.87,6.59,7.72,9,19,260,134,10.32823901609401,2,10,5
2024-01-28,8985,19,Male,23.78,8.51,8.73,8,47,220,35,10.286934853647079,9,2,1
2024-09-20,9168,34,Other,21.08,4.76,7.67,5,48,63,33,5.285724679132045,10,10,6
2024-09-07,2963,34,Other,20.85,5.73,8.88,10,63,244,33,6.9278952080224565,7,6,1
2024-05-19,4659,36,Male,21.27,4.17,6.91,7,40,11,78,6.237291256119889,4,4,7
2024-11-16,9441,51,Other,20.63,5.61,8.98,3,84,281,163,4.297402304397168,1,5,6
2024-10-19,2793,22,Female,20.83,2.89,6.06,5,65,58,116,10.16718723455042,2,10,9
2024-05-17,8911,42,Other,20.12,3.22,7.1,6,44,90,167,10.228366571381512,9,3,2
2024-10-24,4354,23,Female,23.12,8.06,8.94,5,17,142,153,5.507158139203938,7,7,2
2024-04-12,8749,28,Male,23.12,8.49,9.38,5,77,148,110,6.7757366049958705,2,2,4
2024-08-04,7817,45,Female,22.2,7.7,9.5,9,73,279,64,4.214164685625023,9,4,2
2024-01-06,2607,48,Other,21.08,2.05,4.97,1,43,254,62,9.462236001553043,6,3,9
2024-03-11,3925,54,Female,22.67,5.39,6.73,9,3,88,176,11.421858238264031,2,8,5
2024-05-07,6314,19,Other,20.65,1.31,4.66,2,28,65,161,11.441124427100764,6,7,6
2024-07-28,9722,44,Male,23.33,4.87,5.53,9,26,97,18,11.730029657920717,4,3,10
2024-04-11,3223,27,Male,20.63,5.44,8.81,10,18,63,123,6.541844372941118,9,4,9
2024-04-01,9233,56,Female,20.27,2.64,6.37,5,85,230,49,4.357682196439172,6,2,2
2024-09-13,2720,47,Female,22.85,6.26,7.41,7,0,18,45,4.81257714915729,8,5,1
2024-04-01,9273,50,Other,21.67,2.43,4.76,5,31,155,155,8.118138992603544,4,9,5
2024-12-07,1116,43,Other,22.1,7.37,9.27,7,55,147,165,10.803623342270324,10,3,7
2024-10-09,2586,28,Other,23.97,7.43,7.46,8,66,129,101,9.377189495459257,8,2,4
2024-12-03,6073,19,Male,23.55,8.58,9.03,7,37,171,66,7.376042006765784,7,1,9
2024-04-27,8173,28,Other,23.47,4.23,4.76,3,37,128,135,7.779682630831581,1,3,1
2024-05-22,6356,48,Male,22.02,4.06,6.05,8,44,242,58,11.921321698043243,1,4,8
2024-06-25,5116,56,Male,20.97,5.73,8.77,4,85,134,61,7.977963841516506,8,8,8
2024-06-30,1862,41,Male,22.25,5.0,6.75,10,4,138,156,4.835379569271265,6,4,2
2024-02-29,4323,19,Other,21.8,5.71,7.91,5,73,175,72,8.373895583870944,8,10,7
2024-10-09,8646,24,Male,21.73,2.31,4.58,10,41,186,171,7.55035872783783,7,9,5
2024-01-08,2421,24,Other,20.03,5.16,9.13,2,43,85,45,5.028367660836084,9,3,10
2024-05-09,1842,34,Female,22.63,5.69,7.06,5,49,22,121,8.585783660449948,8,10,9
2024-09-13,2648,31,Female,21.97,4.95,6.98,1,4,286,36,5.0330912325306745,4,5,1
2024-02-12,8621,40,Other,21.23,2.97,5.73,9,46,103,157,7.303936481543101,4,9,1
2024-02-28,5799,25,Other,22.85,4.92,6.07,2,57,176,31,10.896149112085332,6,4,4
2024-07-31,1479,48,Male,23.75,5.19,5.44,9,87,216,60,8.467759725840553,3,1,10
2024-10-27,3421,21,Other,22.23,3.55,5.32,2,42,278,60,8.39618198018207,1,7,7
2024-06-14,6811,30,Other,21.55,3.43,5.88,3,0,42,41,8.598045525243235,1,3,10
2024-06-15,6244,50,Other,20.67,1.87,5.21,9,5,30,39,4.214783475325331,7,1,4
2024-06-26,9937,20,Male,22.7,7.89,9.19,1,71,31,178,5.659189742633092,3,3,6
2024-08-21,1407,35,Female,21.78,4.42,6.64,1,86,88,154,9.932870671546706,1,10,9
2024-02-26,3422,32,Male,21.98,5.39,7.41,2,65,289,100,4.093012810282933,6,9,10
2024-10-13,4749,59,Other,21.25,3.87,6.62,9,15,286,117,10.539722756087688,4,10,3
2024-08-24,8185,49,Female,23.13,6.83,7.69,5,63,186,109,5.498552741691001,7,4,1
2024-08-02,8216,18,Female,22.78,3.8,5.01,3,87,120,2,5.025080322004192,3,1,2
2024-02-01,2094,22,Female,23.33,4.51,5.18,3,56,164,74,11.88007798263557,5,7,9
2024-12-18,3963,50,Other,21.58,4.12,6.54,5,62,220,9,11.078424647681565,7,8,5
2024-02-27,8994,29,Other,20.35,3.7,7.35,1,37,108,52,5.608625502350975,10,8,6
2024-08-30,9709,45,Other,22.12,3.88,5.77,6,16,264,77,7.521043346190405,1,9,4
2024-12-19,6839,50,Other,22.17,3.28,5.11,2,46,220,49,8.948775692008812,10,8,3
2024-09-14,8832,36,Female,22.0,6.74,8.74,6,44,246,115,4.868222324463107,9,5,6
2024-05-05,1948,38,Male,23.5,4.87,5.37,2,14,137,47,9.879971506356586,6,10,7
2024-09-28,3369,55,Male,22.55,3.97,5.42,9,15,81,76,5.205859258371762,2,1,5
2024-09-30,1589,30,Other,23.82,6.98,7.16,1,79,234,30,10.027104919358687,1,5,8
2024-05-05,9232,36,Male,20.33,2.65,6.31,8,22,32,19,11.468015013619478,8,4,1
2024-07-14,6938,23,Other,20.07,0.7,4.63,3,85,145,114,5.562135481528432,6,1,10
2024-08-03,1724,25,Other,21.37,3.76,6.4,3,6,46,135,4.9543966448145,3,5,6
2024-04-09,4572,20,Male,21.42,2.97,5.56,8,11,117,58,6.152111449955327,2,7,8
2024-04-06,8806,40,Other,20.93,5.43,8.5,2,20,110,128,9.551896558554555,9,10,9
2024-10-05,6642,24,Other,23.42,4.66,5.25,6,68,132,165,8.684112339848637,10,7,1
2024-01-30,9002,45,Male,21.03,3.98,6.94,3,41,185,56,8.594957793912112,6,9,5
2024-11-10,2325,59,Female,20.53,1.16,4.63,10,24,72,142,11.47196293341339,6,4,1
2024-01-23,5516,25,Male,20.92,4.78,7.86,1,6,254,21,10.77767590058711,5,9,1
2024-11-07,7705,24,Female,21.82,6.77,8.96,3,6,172,87,5.454615969929212,7,1,6
2024-12-17,1679,19,Other,20.38,1.61,5.23,4,8,210,145,8.503852036122126,8,1,8
2024-07-29,5779,55,Male,20.05,1.1,5.05,1,4,91,87,8.41363802076188,7,8,3
2024-09-23,4591,18,Male,23.02,7.01,8.0,2,67,130,133,4.125559482739572,2,3,10
2024-06-19,4730,31,Male,23.7,7.21,7.51,4,23,181,165,6.259990694778724,3,6,10
2024-07-07,1293,19,Male,22.5,4.86,6.36,5,46,99,22,11.835165842129916,7,10,9
2024-07-27,1899,39,Male,21.27,3.19,5.93,1,71,97,89,4.945905405810106,6,6,6
2024-08-15,2506,23,Female,21.42,3.04,5.62,9,74,293,82,4.480681257781852,10,8,9
2024-10-13,3258,41,Female,20.37,4.65,8.28,9,82,270,97,10.885828475104677,3,1,4
2024-07-02,1673,34,Female,20.02,2.88,6.86,9,9,292,175,5.056787213829922,8,7,4
2024-02-24,7891,43,Other,23.2,6.3,7.1,5,55,262,54,4.753779029980059,8,6,9
2024-10-12,4209,47,Other,22.58,5.38,6.79,7,35,275,48,4.1456424248255885,7,1,10
2024-10-08,2194,52,Other,22.18,3.45,5.27,1,44,87,142,5.175384216804851,6,7,10
2024-11-29,8307,21,Other,21.83,6.96,9.13,9,54,232,171,11.155024790095991,6,3,3
2024-01-25,6962,34,Male,23.97,6.67,6.71,3,77,186,38,8.315474843903488,3,2,10
2024-04-22,3472,39,Female,23.43,6.81,7.38,5,65,181,136,11.80714670316719,4,10,8
2024-11-05,8660,56,Other,23.23,8.47,9.24,6,72,199,57,9.411175891949917,7,10,9
2024-09-06,6177,42,Male,23.18,7.77,8.59,8,75,251,137,5.213335682860962,9,7,8
2024-12-08,9431,28,Female,23.8,7.95,8.15,7,6,218,76,11.18623766035036,10,9,6
2024-09-24,1838,18,Male,23.9,6.93,7.03,8,57,296,114,4.221519094070203,9,8,2
2024-04-07,1599,32,Male,20.1,4.12,8.02,3,22,174,166,6.993368748732641,1,3,10
2024-03-05,8234,44,Other,21.93,2.85,4.92,2,12,79,42,5.481786646647503,10,7,1
2024-06-07,2608,35,Female,23.65,4.25,4.6,4,18,99,115,11.023532511996848,8,4,5
2024-08-13,2692,53,Other,22.48,7.42,8.93,8,23,181,118,5.219255360303051,2,5,7
2024-04-30,6760,32,Other,21.22,4.61,7.39,1,7,217,77,5.523601244860151,7,3,8
2024-08-15,6129,51,Other,20.58,4.57,7.98,2,70,174,85,4.73656036567122,3,8,8
2024-07-11,2348,29,Male,22.95,3.65,4.7,9,48,111,127,10.852675553819662,6,9,3
2024-09-11,1994,48,Male,22.52,7.39,8.87,8,37,185,31,4.763701429598627,3,4,5
2024-07-19,7192,36,Other,23.1,4.63,5.53,10,87,175,134,10.516063745044253,1,9,3
2024-08-01,3003,49,Other,23.1,7.41,8.31,3,23,39,51,10.187137797030179,4,1,1
2024-03-02,6765,28,Male,22.28,3.39,5.11,7,27,237,79,7.257320496712962,9,4,7
2024-03-20,8257,54,Female,22.15,5.43,7.28,9,14,173,89,7.044607531024856,3,6,8
2024-03-17,4815,19,Female,22.18,4.42,6.24,9,47,210,30,6.850373724414854,9,4,2
2024-09-25,1483,59,Male,21.6,7.03,9.43,10,55,274,173,5.150741391582869,1,5,1
2024-07-16,7170,40,Other,22.18,4.54,6.36,2,4,81,124,11.999141333640395,8,2,9
